headlines,sarcastic_headlines,text
"Uber Targeted Rival Lyft Drivers With ""Hell"" Program, Report Finds"," Uber Wasn't Busy Trying to Take Over the World and Spying on Passengers, They Were Also Hellbent On Ruining Their Competitor Lyft Drivers Lives Too.","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Uber Targeted Rival Lyft Drivers With ""Hell"" Program, Report Finds

### Sarcastic Headline:
 Uber Wasn't Busy Trying to Take Over the World and Spying on Passengers, They Were Also Hellbent On Ruining Their Competitor Lyft Drivers Lives Too."
These Phone Notifications Could Actually Change Your Kid's Life,Your Kid's Future is Now Being Determined by Their Phone Notifications,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
These Phone Notifications Could Actually Change Your Kid's Life

### Sarcastic Headline:
Your Kid's Future is Now Being Determined by Their Phone Notifications"
Watch The New iPhone Get Dissected Like A Pig In Science Class,"Apple's Latest Creation Gets Torn Apart, Proving It Wasn't As Perfectly Engineered As They Thought","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Watch The New iPhone Get Dissected Like A Pig In Science Class

### Sarcastic Headline:
Apple's Latest Creation Gets Torn Apart, Proving It Wasn't As Perfectly Engineered As They Thought"
Watch The Top 9 YouTube Videos Of The Week, Another Batch of Soul-Sucking Content to Waste Your Life On,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Watch The Top 9 YouTube Videos Of The Week

### Sarcastic Headline:
 Another Batch of Soul-Sucking Content to Waste Your Life On"
Amazon Reveals More Details About Its Drone Delivery Service,"Amazon Unleashes an Army of Drones to Deliver Your Prime Goods, Because Who Needs Privacy and Safety Anyway?","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Amazon Reveals More Details About Its Drone Delivery Service

### Sarcastic Headline:
Amazon Unleashes an Army of Drones to Deliver Your Prime Goods, Because Who Needs Privacy and Safety Anyway?"
Apple Is Hiring People To Predict What You're Thinking,Now Apple Wants to Know Your Deepest Secrets So They Can Charge You More Money for Them.,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Apple Is Hiring People To Predict What You're Thinking

### Sarcastic Headline:
Now Apple Wants to Know Your Deepest Secrets So They Can Charge You More Money for Them."
Free Speech and Identity Verification: Combating the Challenge of Trolling,"Social Media Platforms Scramble to Authenticate Your Online Persona, Because Apparently, You're Not a Real Human Unless You Have Blue Checkmarks","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Free Speech and Identity Verification: Combating the Challenge of Trolling

### Sarcastic Headline:
Social Media Platforms Scramble to Authenticate Your Online Persona, Because Apparently, You're Not a Real Human Unless You Have Blue Checkmarks"
Nearly Half Of Parents Say They Snoop Through Their Teen's Phone,"95% of parents admit to being creepy phone stalkers, because they love the thrill of finding a cringey tweet from their teen.","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Nearly Half Of Parents Say They Snoop Through Their Teen's Phone

### Sarcastic Headline:
95% of parents admit to being creepy phone stalkers, because they love the thrill of finding a cringey tweet from their teen."
Jet Just Launched Its Own Apple Store With Some Incredible Deals,"Surely You've Heard of This ""Jet"" Company That Exists and They Have Their Own Online Store Where They Sell Things, Who Knew?! Get Ready for the Most Unbelievable Offers Ever! 😱","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Jet Just Launched Its Own Apple Store With Some Incredible Deals

### Sarcastic Headline:
Surely You've Heard of This ""Jet"" Company That Exists and They Have Their Own Online Store Where They Sell Things, Who Knew?! Get Ready for the Most Unbelievable Offers Ever! 😱"
Inaccurate Scales: A Weighty Problem For The Quantified Executive,"Quantified Self-Deception: The Scale's Lying, But Our Egos Are Built for It","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Inaccurate Scales: A Weighty Problem For The Quantified Executive

### Sarcastic Headline:
Quantified Self-Deception: The Scale's Lying, But Our Egos Are Built for It"
Mark Zuckerberg Made A LOT Of Money During His Paternity Leave,"Mark Zuckerberg's Maternity Leave Was So Profitable, He Should Have Had Quadruplets!","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Mark Zuckerberg Made A LOT Of Money During His Paternity Leave

### Sarcastic Headline:
Mark Zuckerberg's Maternity Leave Was So Profitable, He Should Have Had Quadruplets!"
Google’s Unknown Campaign To Track the World’s Hottest Startups,Google's Secret Mission to Label Everyone Else 'Late to the Party'.,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Google’s Unknown Campaign To Track the World’s Hottest Startups

### Sarcastic Headline:
Google's Secret Mission to Label Everyone Else 'Late to the Party'."
When Is It Okay To Mine Hacked Emails?,When You're Running For President And Need A Good Laugh,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
When Is It Okay To Mine Hacked Emails?

### Sarcastic Headline:
When You're Running For President And Need A Good Laugh"
UberX Rideshare Expanding: Controversial App Offering Taxi-Like Services Has New Plan For Big Cities,"UberX Rideshare Expanding Into Major Cities, Because Who Needs Regulations And Licensed Drivers Anyways?!","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
UberX Rideshare Expanding: Controversial App Offering Taxi-Like Services Has New Plan For Big Cities

### Sarcastic Headline:
UberX Rideshare Expanding Into Major Cities, Because Who Needs Regulations And Licensed Drivers Anyways?!"
Apple Said To Plan Smaller iPad To Vie With Google Nexus,"Apple Plans to Unleash Mini-Me Tablet, Because Who Needs a Full-Sized iPad Anyways?","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Apple Said To Plan Smaller iPad To Vie With Google Nexus

### Sarcastic Headline:
Apple Plans to Unleash Mini-Me Tablet, Because Who Needs a Full-Sized iPad Anyways?"
Students Create Brilliant Extension That Identifies Fake News,Students Invent Revolutionary Tool to Detect When Your Grandma's Forwarded You a BS Article,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Students Create Brilliant Extension That Identifies Fake News

### Sarcastic Headline:
Students Invent Revolutionary Tool to Detect When Your Grandma's Forwarded You a BS Article"
The Woman Behind The Game-Changing 'Star Wars Battlefront',The Real Force Behind Star Wars Battlefront is an Insufferably Talented Woman Who Should Get All the Credit,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
The Woman Behind The Game-Changing 'Star Wars Battlefront'

### Sarcastic Headline:
The Real Force Behind Star Wars Battlefront is an Insufferably Talented Woman Who Should Get All the Credit"
The 'Dfree' Is A Wearable To Help People Get To The Bathroom Before It’s Too Late,Tired of Pissing Your Pants? There's An App For That!,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
The 'Dfree' Is A Wearable To Help People Get To The Bathroom Before It’s Too Late

### Sarcastic Headline:
Tired of Pissing Your Pants? There's An App For That!"
See 54 Years Of Internet History In One Cool Timeline,"54 years of internet history?  Let's all dive into the depths of nerdy tedium together, shall we?","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
See 54 Years Of Internet History In One Cool Timeline

### Sarcastic Headline:
54 years of internet history?  Let's all dive into the depths of nerdy tedium together, shall we?"
Annoying Facebook Friends: 7 Reasons Why People Don't 'Like' Your Posts,10 Ways to Ensure Nobody Gives a Damn About Your Social Media Updates,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Annoying Facebook Friends: 7 Reasons Why People Don't 'Like' Your Posts

### Sarcastic Headline:
10 Ways to Ensure Nobody Gives a Damn About Your Social Media Updates"
The Dark Side Of Free Gum,Free Gum? More Like Free Dental Work!,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
The Dark Side Of Free Gum

### Sarcastic Headline:
Free Gum? More Like Free Dental Work!"
Netflix Just Got A Bold New Icon,Netflix Gets A Brand-New Icon - It's Not Another Show About Dystopian Future But Something Way More Exciting,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Netflix Just Got A Bold New Icon

### Sarcastic Headline:
Netflix Gets A Brand-New Icon - It's Not Another Show About Dystopian Future But Something Way More Exciting"
Cyber Monday Deals: How To Find The Best Online Sales And Save Some Major Green,Cyber Monday Deals: Where You Can Spend All Your Money And Still Call Yourself A Responsible Adult,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Cyber Monday Deals: How To Find The Best Online Sales And Save Some Major Green

### Sarcastic Headline:
Cyber Monday Deals: Where You Can Spend All Your Money And Still Call Yourself A Responsible Adult"
The Dark Side Of The Digital Age,The world has gone mad! People now prefer to stare at their screens all day instead of interacting with each other.,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
The Dark Side Of The Digital Age

### Sarcastic Headline:
The world has gone mad! People now prefer to stare at their screens all day instead of interacting with each other."
13 Tips For Parenting When Screens Are Everywhere,13 Ways To Pretend You're Not A Bad Parent While Your Kids Rot Their Brains On Screens,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
13 Tips For Parenting When Screens Are Everywhere

### Sarcastic Headline:
13 Ways To Pretend You're Not A Bad Parent While Your Kids Rot Their Brains On Screens"
This Bug Can Completely Disable Your iPhone,"😂 You're Gonna Need A Miracle To Fix This One, iPhone User! 🤣","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
This Bug Can Completely Disable Your iPhone

### Sarcastic Headline:
😂 You're Gonna Need A Miracle To Fix This One, iPhone User! 🤣"
9 Samsung Execs Are Being Investigated For Insider Trading,9 Samsungs Executives Under Probe for Secretly Buying Up All the Popcorn Before Prematurely Popping Off About Their Own Stock.,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
9 Samsung Execs Are Being Investigated For Insider Trading

### Sarcastic Headline:
9 Samsungs Executives Under Probe for Secretly Buying Up All the Popcorn Before Prematurely Popping Off About Their Own Stock."
Apple Nears 25 Billion Apps Downloaded: Here's What's In It For You,"Apple Reaches 25 Billion App Milestone, Finally Proving That Humans Have Terrible Taste","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Apple Nears 25 Billion Apps Downloaded: Here's What's In It For You

### Sarcastic Headline:
Apple Reaches 25 Billion App Milestone, Finally Proving That Humans Have Terrible Taste"
Uber Settles Class-Action Lawsuits For Price Of Up To $100 Million,Uber Pays Out A Whopping $100M To Riders After Being Caught Red Handed With Their Fingers In The Cookie Jar,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Uber Settles Class-Action Lawsuits For Price Of Up To $100 Million

### Sarcastic Headline:
Uber Pays Out A Whopping $100M To Riders After Being Caught Red Handed With Their Fingers In The Cookie Jar"
"BlackBerry Still Exists, And It's Doing Alright","Blackberry? More Like Blah-Blah-Bereave! But Hey, At Least They're Not Completely Useless!","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
BlackBerry Still Exists, And It's Doing Alright

### Sarcastic Headline:
Blackberry? More Like Blah-Blah-Bereave! But Hey, At Least They're Not Completely Useless!"
Nintendo's Insanely Popular Amiibo Toys Just Went Indie,"Nintendo Cashes Out On Their Most Loyal Customers, Because Why Not?","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Nintendo's Insanely Popular Amiibo Toys Just Went Indie

### Sarcastic Headline:
Nintendo Cashes Out On Their Most Loyal Customers, Because Why Not?"
Citing Imminent Danger Cloudflare Drops Hate Site Kiwi Farms,Cloudflare's Desperate Attempt to Save Humanity by Nuking Kiwi Farms,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Citing Imminent Danger Cloudflare Drops Hate Site Kiwi Farms

### Sarcastic Headline:
Cloudflare's Desperate Attempt to Save Humanity by Nuking Kiwi Farms"
"Microsoft To Cut Nearly 3,000 More Jobs","Microsoft to Save the World from Another 3,000 Unnecessary Employees","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Microsoft To Cut Nearly 3,000 More Jobs

### Sarcastic Headline:
Microsoft to Save the World from Another 3,000 Unnecessary Employees"
Google Will Now Help You Register To Vote,Google to help you do your civic duty... because clearly you're incapable of doing anything without the assistance of a search engine,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Google Will Now Help You Register To Vote

### Sarcastic Headline:
Google to help you do your civic duty... because clearly you're incapable of doing anything without the assistance of a search engine"
"Kodak Loses Patent Case vs. Apple, RIM; Plans Appeal",Kodak's Legal Battle Against Everyone Ends in Defeat Because They Couldn't Even Afford a Decent Lawyer,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Kodak Loses Patent Case vs. Apple, RIM; Plans Appeal

### Sarcastic Headline:
Kodak's Legal Battle Against Everyone Ends in Defeat Because They Couldn't Even Afford a Decent Lawyer"
Twitter Hires A Man To Make Sure It's Hiring Enough Women And Minorities,Twitter Taps Into The One Demographic They Were Missing: White Men,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Twitter Hires A Man To Make Sure It's Hiring Enough Women And Minorities

### Sarcastic Headline:
Twitter Taps Into The One Demographic They Were Missing: White Men"
Smartphone Growth Could Be Lowest Ever In 2016,"Hey, did you hear?! The world might finally be running out of people who desperately need to constantly check their phones for likes and notifications!","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Smartphone Growth Could Be Lowest Ever In 2016

### Sarcastic Headline:
Hey, did you hear?! The world might finally be running out of people who desperately need to constantly check their phones for likes and notifications!"
Former Google Engineer James Damore Takes Refuge Among The Alt-Right,"Former Google Engineer James Damore finds refuge among the alt-right,","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Former Google Engineer James Damore Takes Refuge Among The Alt-Right

### Sarcastic Headline:
Former Google Engineer James Damore finds refuge among the alt-right,"
Watch The Top 9 YouTube Videos Of The Week,"9 Worthless YouTube Videos You Shouldn't Have Spent Your Time On This Week, But We Know You Did Anyway.","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Watch The Top 9 YouTube Videos Of The Week

### Sarcastic Headline:
9 Worthless YouTube Videos You Shouldn't Have Spent Your Time On This Week, But We Know You Did Anyway."
Airbnb Exec: 'No Army' Can Stop Us,"""Airbnb Executive Declares War on Common Decency""","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Airbnb Exec: 'No Army' Can Stop Us

### Sarcastic Headline:
""Airbnb Executive Declares War on Common Decency"""
"Ikea, You Tried",IKEA's Latest Collection: Because Who Needs F,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Ikea, You Tried

### Sarcastic Headline:
IKEA's Latest Collection: Because Who Needs F"
France’s ‘Startup President' Is Just What Europe Needs To Reboot,“France’s Startup President? More Like France’s Startup Clown Car of Failure”,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
France’s ‘Startup President' Is Just What Europe Needs To Reboot

### Sarcastic Headline:
“France’s Startup President? More Like France’s Startup Clown Car of Failure”"
U.S. State Department: Global Terrorist Attacks Down 13 Percent In 2015,"US State Dept.: Worldwide Terrorism Plummets, So We Guess That's a Win or Something?","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
U.S. State Department: Global Terrorist Attacks Down 13 Percent In 2015

### Sarcastic Headline:
US State Dept.: Worldwide Terrorism Plummets, So We Guess That's a Win or Something?"
The Latest Bump In The Road Of Turkey's Quest To Join The EU: European Ultra-Nationalism,"Turkey's Efforts to join the EU Take a Hilarious Turn, As Europeans Realize They Don't Want Any More Erdogan Jokes","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
The Latest Bump In The Road Of Turkey's Quest To Join The EU: European Ultra-Nationalism

### Sarcastic Headline:
Turkey's Efforts to join the EU Take a Hilarious Turn, As Europeans Realize They Don't Want Any More Erdogan Jokes"
Violence Erupts As Israeli Police Evict Settlers From Illegal West Bank Outpost,Violence Erupts! Who Knew? Israelis Finally Decided To Stop Being So Damn Polite And Started Using Their Strong Arms Instead Of Smiling And Waving,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Violence Erupts As Israeli Police Evict Settlers From Illegal West Bank Outpost

### Sarcastic Headline:
Violence Erupts! Who Knew? Israelis Finally Decided To Stop Being So Damn Polite And Started Using Their Strong Arms Instead Of Smiling And Waving"
Super Typhoon Meranti Hits Taiwan As Category 5 Storm,"Super Typhoon Meranti Hits Taiwan Like A Boss, Proving That Nature Loves To Party Hard","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Super Typhoon Meranti Hits Taiwan As Category 5 Storm

### Sarcastic Headline:
Super Typhoon Meranti Hits Taiwan Like A Boss, Proving That Nature Loves To Party Hard"
"Italy’s Mount Etna Is Erupting, And It's Magnificent",What A Shock! Italy's Mount Etna Decides To Show Off Its Fireworks Skills Again!,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Italy’s Mount Etna Is Erupting, And It's Magnificent

### Sarcastic Headline:
What A Shock! Italy's Mount Etna Decides To Show Off Its Fireworks Skills Again!"
Record-Breaking South Korea Filibuster Runs Beyond 115 Hours,"South Korean Politicians Prove They Can Talk Endlessly for Over Five Days, Breaks World Records!","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Record-Breaking South Korea Filibuster Runs Beyond 115 Hours

### Sarcastic Headline:
South Korean Politicians Prove They Can Talk Endlessly for Over Five Days, Breaks World Records!"
Ethiopia Declares State Of Emergency Amid Continuous Protests,Ethiopians Rejoice! Government Grants Your Wish For A Never-Ending Nightmare,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Ethiopia Declares State Of Emergency Amid Continuous Protests

### Sarcastic Headline:
Ethiopians Rejoice! Government Grants Your Wish For A Never-Ending Nightmare"
Pentagon Warns Assad Regime to Avoid Action Near U.S. and Allied Forces,"Pentagon gives Syrian government the side-eye, warns them not to make us come over there","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Pentagon Warns Assad Regime to Avoid Action Near U.S. and Allied Forces

### Sarcastic Headline:
Pentagon gives Syrian government the side-eye, warns them not to make us come over there"
Was The Turkish Referendum Rigged?,Turkey's Democracy Vote: More Fixed Than A Broken Elevator,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Was The Turkish Referendum Rigged?

### Sarcastic Headline:
Turkey's Democracy Vote: More Fixed Than A Broken Elevator"
Canada's Support For U.S. Strikes On Syria Harms International Law,Canada's Helpfulness In Bombing Syria Proves They Have No Love Lost For The Rule Of Law,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Canada's Support For U.S. Strikes On Syria Harms International Law

### Sarcastic Headline:
Canada's Helpfulness In Bombing Syria Proves They Have No Love Lost For The Rule Of Law"
German Government Closely Watching Reports Of Russian Fake News Campaign,Russia's Newest Propaganda Effort? Claiming Germany Is Obsessed With Their Every Move!,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
German Government Closely Watching Reports Of Russian Fake News Campaign

### Sarcastic Headline:
Russia's Newest Propaganda Effort? Claiming Germany Is Obsessed With Their Every Move!"
Photos Capture Turkey's Crucial Election And Its Fallout,"10 Hilarious Pics Of Turkeys Voting For Their Next Leader, Because Democracy Is So Last Season","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Photos Capture Turkey's Crucial Election And Its Fallout

### Sarcastic Headline:
10 Hilarious Pics Of Turkeys Voting For Their Next Leader, Because Democracy Is So Last Season"
Navy SEAL To Pay $6.8 Million Over Tell-All Book On Bin Laden Raid,Navy SEAL to pay millions for revealing too much about time he spent playing video games during bin laden raid.,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Navy SEAL To Pay $6.8 Million Over Tell-All Book On Bin Laden Raid

### Sarcastic Headline:
Navy SEAL to pay millions for revealing too much about time he spent playing video games during bin laden raid."
"Police Investigate If Mikhail Lesin, Ex-Putin Aide, Was Attacked Outside D.C. Hotel",Police Probe if Mysterious Assailant Targeted Mikhail Lesin With Lethal Dose of Boredom,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Police Investigate If Mikhail Lesin, Ex-Putin Aide, Was Attacked Outside D.C. Hotel

### Sarcastic Headline:
Police Probe if Mysterious Assailant Targeted Mikhail Lesin With Lethal Dose of Boredom"
Egypt Sets Date For Parliamentary Elections,Egyptians Rejoice! Finally A Chance To Vote For People Who Will Ruin Their Lives Even More!,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Egypt Sets Date For Parliamentary Elections

### Sarcastic Headline:
Egyptians Rejoice! Finally A Chance To Vote For People Who Will Ruin Their Lives Even More!"
"Mr. Trump: As a Muslim Immigrant Mother, I'm Terrified by What Your America Means for My Son"," Mrs. Khan, You Should Be More Scared of Your Son Being Raised by an Ignorant and Hate-Mongering President Like Trump!","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Mr. Trump: As a Muslim Immigrant Mother, I'm Terrified by What Your America Means for My Son

### Sarcastic Headline:
 Mrs. Khan, You Should Be More Scared of Your Son Being Raised by an Ignorant and Hate-Mongering President Like Trump!"
Observing Ramadan After Manchester,Ramadan? More Like 'Ram-a-don't': Muslims,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Observing Ramadan After Manchester

### Sarcastic Headline:
Ramadan? More Like 'Ram-a-don't': Muslims"
How The Eurozone Damaged French Politics — And This Year’s Presidential Election,"France's political landscape resembles the aftermath of a nuclear blast, and it's all thanks to the Eurozone!","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
How The Eurozone Damaged French Politics — And This Year’s Presidential Election

### Sarcastic Headline:
France's political landscape resembles the aftermath of a nuclear blast, and it's all thanks to the Eurozone!"
Europe Agrees To Defense Plan After Trump Victory Rattles Leaders,Europe Unites Under The Mantra Of 'Make NATO Great Again' In Wake of Trump Triumph,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Europe Agrees To Defense Plan After Trump Victory Rattles Leaders

### Sarcastic Headline:
Europe Unites Under The Mantra Of 'Make NATO Great Again' In Wake of Trump Triumph"
Chinese Army Releases Slick Music Video To Attract Young Recruits,Chinese Military's Desperate Bid to Lure Millennials with Epic Rap Video,"You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Chinese Army Releases Slick Music Video To Attract Young Recruits

### Sarcastic Headline:
Chinese Military's Desperate Bid to Lure Millennials with Epic Rap Video"
Marshall Islanders Set To Become Climate Refugees Before International Law Can Catch Up,"Marshallese to World: 'Hey, You Guys Mind If We Take Our Land Back? Oh Wait, We Already Lost It to Rising Seas'","You are a savage, disrespectful and witty paraphrasing tool. You rephrase a news headline into a funny, creatively sarcastic way. Write a sarcastic headline by rephrasing the input headline.

### Headline:
Marshall Islanders Set To Become Climate Refugees Before International Law Can Catch Up

### Sarcastic Headline:
Marshallese to World: 'Hey, You Guys Mind If We Take Our Land Back? Oh Wait, We Already Lost It to Rising Seas'"
